iso_alpha,sex,year_,mean_urban,mean_rural
LTU,Men,2001,26.01093,25.95789
LTU,Men,2002,26.08585,26.02029
LTU,Men,2003,26.16427,26.08619
LTU,Men,2004,26.24423,26.15363
LTU,Men,2005,26.32406,26.22095
LTU,Men,2006,26.40219,26.28655
LTU,Men,2007,26.47799,26.34983
LTU,Men,2008,26.55033,26.40965
LTU,Men,2009,26.61908,26.46587
LTU,Men,2010,26.68459,26.51886
LTU,Men,2011,26.74766,26.56942
LTU,Men,2012,26.81012,26.61935
LTU,Men,2013,26.87324,26.66996
LTU,Men,2014,26.93691,26.72111
LTU,Men,2015,27.00135,26.77302
LTU,Men,2016,27.06594,26.82509
LTU,Men,2017,27.13041,26.87704
LUX,Men,1985,24.76434,25.18238
LUX,Men,1986,24.84392,25.257
LUX,Men,1987,24.92248,25.3306
LUX,Men,1988,25.00065,25.40382
LUX,Men,1989,25.07819,25.4764
LUX,Men,1990,25.15533,25.54859
LUX,Men,1991,25.23226,25.62056
LUX,Men,1992,25.30922,25.69256
LUX,Men,1993,25.38642,25.7648
LUX,Men,1994,25.46383,25.83726
LUX,Men,1995,25.54155,25.91002
LUX,Men,1996,25.62023,25.98374
LUX,Men,1997,25.69926,26.05782
LUX,Men,1998,25.77877,26.13236
LUX,Men,1999,25.85838,26.20702
LUX,Men,2000,25.93729,26.28097
LUX,Men,2001,26.01577,26.35449
LUX,Men,2002,26.09304,26.42681
LUX,Men,2003,26.16842,26.49723
LUX,Men,2004,26.24131,26.56516
LUX,Men,2005,26.31068,26.62958
LUX,Men,2006,26.37611,26.69005
LUX,Men,2007,26.437,26.74598
LUX,Men,2008,26.49296,26.79698
LUX,Men,2009,26.544,26.84306
LUX,Men,2010,26.59004,26.88415
LUX,Men,2011,26.63207,26.92122
LUX,Men,2012,26.67163,26.95583
LUX,Men,2013,26.70983,26.98906
LUX,Men,2014,26.74746,27.02174
LUX,Men,2015,26.78523,27.05455
LUX,Men,2016,26.82325,27.08761
LUX,Men,2017,26.86166,27.12107
MKD,Men,1985,25.42435,25.25361
MKD,Men,1986,25.44432,25.27889
MKD,Men,1987,25.46441,25.3043
MKD,Men,1988,25.48463,25.32983
MKD,Men,1989,25.50567,25.35617
MKD,Men,1990,25.52804,25.38386
MKD,Men,1991,25.55234,25.41347
MKD,Men,1992,25.57959,25.44604
MKD,Men,1993,25.61083,25.48259
MKD,Men,1994,25.6466,25.52367
MKD,Men,1995,25.68705,25.56943
MKD,Men,1996,25.73306,25.62075
MKD,Men,1997,25.78542,25.67843
MKD,Men,1998,25.84434,25.74265
MKD,Men,1999,25.90938,25.81301
MKD,Men,2000,25.97956,25.88851
MKD,Men,2001,26.05397,25.96822
MKD,Men,2002,26.13134,26.05091
MKD,Men,2003,26.21147,26.13636
MKD,Men,2004,26.29199,26.22218
MKD,Men,2005,26.37212,26.30762
MKD,Men,2006,26.45096,26.39178
MKD,Men,2007,26.52826,26.47439
MKD,Men,2008,26.60353,26.55497
MKD,Men,2009,26.6778,26.63455
MKD,Men,2010,26.75137,26.71344
MKD,Men,2011,26.82521,26.79259
MKD,Men,2012,26.89993,26.87262
MKD,Men,2013,26.97627,26.95428
MKD,Men,2014,27.05466,27.03798
MKD,Men,2015,27.13479,27.12342
MKD,Men,2016,27.21619,27.21013
MKD,Men,2017,27.29721,27.29647
MDG,Men,1985,20.77488,19.67166
MDG,Men,1986,20.84898,19.7395
MDG,Men,1987,20.9229,19.80715
MDG,Men,1988,20.99686,19.87484
MDG,Men,1989,21.07088,19.9426
MDG,Men,1990,21.14443,20.00988
MDG,Men,1991,21.21698,20.07617
MDG,Men,1992,21.28884,20.14176
MDG,Men,1993,21.35962,20.20628
MDG,Men,1994,21.42967,20.27006
MDG,Men,1995,21.49895,20.33308
MDG,Men,1996,21.56781,20.39568
MDG,Men,1997,21.63594,20.45754
MDG,Men,1998,21.70391,20.51924
MDG,Men,1999,21.77124,20.58031
MDG,Men,2000,21.83775,20.64056
MDG,Men,2001,21.90323,20.69978
MDG,Men,2002,21.96744,20.75772
MDG,Men,2003,22.03,20.81402
MDG,Men,2004,22.09106,20.86881
MDG,Men,2005,22.14928,20.92076
MDG,Men,2006,22.20491,20.97013
MDG,Men,2007,22.25794,21.0169
MDG,Men,2008,22.308,21.06069
MDG,Men,2009,22.35522,21.10165
MDG,Men,2010,22.40027,21.14043
MDG,Men,2011,22.44498,21.17888
MDG,Men,2012,22.49009,21.21772
MDG,Men,2013,22.53532,21.25668
MDG,Men,2014,22.58135,21.29645
MDG,Men,2015,22.62716,21.336
MDG,Men,2016,22.67312,21.37569
MDG,Men,2017,22.7187,21.41501
MWI,Men,1985,20.91887,19.97616
MWI,Men,1986,21.00164,20.05314
MWI,Men,1987,21.08423,20.12995
MWI,Men,1988,21.16691,20.20685
MWI,Men,1989,21.24936,20.28352
MWI,Men,1990,21.33167,20.36005
MWI,Men,1991,21.41287,20.43546
MWI,Men,1992,21.49325,20.51006
MWI,Men,1993,21.57266,20.58369
MWI,Men,1994,21.6513,20.65654
MWI,Men,1995,21.72892,20.72838
MWI,Men,1996,21.80629,20.79997
MWI,Men,1997,21.88347,20.87137
MWI,Men,1998,21.95995,20.94207
MWI,Men,1999,22.03531,21.01165
MWI,Men,2000,22.10931,21.07986
MWI,Men,2001,22.18167,21.14644
MWI,Men,2002,22.25199,21.21098
MWI,Men,2003,22.31953,21.27274
MWI,Men,2004,22.38425,21.33168
MWI,Men,2005,22.44459,21.38623
MWI,Men,2006,22.50067,21.43653
MWI,Men,2007,22.55242,21.4825
MWI,Men,2008,22.59968,21.52398
MWI,Men,2009,22.64256,21.56107
MWI,Men,2010,22.68143,21.59417
MWI,Men,2011,22.71858,21.62553
MWI,Men,2012,22.75454,21.65571
MWI,Men,2013,22.78962,21.68501
MWI,Men,2014,22.82417,21.71378
MWI,Men,2015,22.85775,21.74157
MWI,Men,2016,22.89104,21.76908
MWI,Men,2017,22.92397,21.79622
MYS,Men,1985,22.55594,21.86371
MYS,Men,1986,22.63181,21.93889
MYS,Men,1987,22.70766,22.01404
MYS,Men,1988,22.78393,22.08962
MYS,Men,1989,22.86065,22.16564
MYS,Men,1990,22.93872,22.24302
MYS,Men,1991,23.01784,22.32143
MYS,Men,1992,23.0989,22.4018
MYS,Men,1993,23.182,22.4842
MYS,Men,1994,23.26768,22.56918
MYS,Men,1995,23.35548,22.6563
MYS,Men,1996,23.44607,22.74619
MYS,Men,1997,23.53927,22.8387
MYS,Men,1998,23.6349,22.93362
MYS,Men,1999,23.73252,23.03054
MYS,Men,2000,23.83112,23.12845
MYS,Men,2001,23.92959,23.22623
MYS,Men,2002,24.0286,23.32454
MYS,Men,2003,24.12861,23.42385
MYS,Men,2004,24.22864,23.52318
MYS,Men,2005,24.32835,23.6222
MYS,Men,2006,24.42737,23.72053
MYS,Men,2007,24.52488,23.81734
MYS,Men,2008,24.62003,23.9118
MYS,Men,2009,24.71291,24.00398
MYS,Men,2010,24.80396,24.09433
MYS,Men,2011,24.89498,24.18465
MYS,Men,2012,24.98663,24.27561
MYS,Men,2013,25.07906,24.36734
MYS,Men,2014,25.17191,24.4595
MYS,Men,2015,25.26529,24.55218
MYS,Men,2016,25.35844,24.64464
MYS,Men,2017,25.45158,24.73708
MDV,Men,1985,22.0676,21.12863
MDV,Men,1986,22.13101,21.19052
MDV,Men,1987,22.19424,21.25223
MDV,Men,1988,22.25805,21.31451
MDV,Men,1989,22.32202,21.37696
MDV,Men,1990,22.38666,21.44008
MDV,Men,1991,22.45232,21.50422
MDV,Men,1992,22.51946,21.56983
MDV,Men,1993,22.58784,21.63668
MDV,Men,1994,22.65764,21.70497
MDV,Men,1995,22.72879,21.77459
MDV,Men,1996,22.80191,21.84619
MDV,Men,1997,22.87654,21.91929
MDV,Men,1998,22.95264,21.99387
MDV,Men,1999,23.02962,22.06933
MDV,Men,2000,23.10754,22.14572
MDV,Men,2001,23.18593,22.22259
MDV,Men,2002,23.26535,22.30048
MDV,Men,2003,23.34646,22.38008
MDV,Men,2004,23.42858,22.46067
MDV,Men,2005,23.51137,22.54194
MDV,Men,2006,23.59471,22.62375
MDV,Men,2007,23.678,22.70552
MDV,Men,2008,23.76071,22.78671
MDV,Men,2009,23.84348,22.86796
MDV,Men,2010,23.92634,22.94929
MDV,Men,2011,24.01034,23.03177
MDV,Men,2012,24.09583,23.11573
MDV,Men,2013,24.18258,23.20097
MDV,Men,2014,24.27055,23.28741
MDV,Men,2015,24.35945,23.37478
MDV,Men,2016,24.44844,23.46225
MDV,Men,2017,24.53751,23.5498
MLI,Men,1985,21.78334,20.42358
MLI,Men,1986,21.8468,20.49087
MLI,Men,1987,21.9105,20.55838
MLI,Men,1988,21.97471,20.62642
MLI,Men,1989,22.0392,20.69474
MLI,Men,1990,22.10314,20.7625
MLI,Men,1991,22.16707,20.83026
MLI,Men,1992,22.23116,20.89817
MLI,Men,1993,22.29564,20.96648
MLI,Men,1994,22.36127,21.03594
MLI,Men,1995,22.42812,21.10661
MLI,Men,1996,22.49682,21.17914
MLI,Men,1997,22.56704,21.25318
MLI,Men,1998,22.63943,21.3294
MLI,Men,1999,22.71393,21.40772
MLI,Men,2000,22.78962,21.48724
MLI,Men,2001,22.86561,21.56705
MLI,Men,2002,22.94117,21.64644
MLI,Men,2003,23.01583,21.72492
MLI,Men,2004,23.08879,21.80171
MLI,Men,2005,23.15808,21.87482
MLI,Men,2006,23.22259,21.94317
MLI,Men,2007,23.28243,22.00683
MLI,Men,2008,23.33615,22.06437
MLI,Men,2009,23.38341,22.11545
MLI,Men,2010,23.42456,22.16044
MLI,Men,2011,23.46073,22.20043
MLI,Men,2012,23.49334,22.23686
MLI,Men,2013,23.52421,22.27156
MLI,Men,2014,23.5555,22.30667
MLI,Men,2015,23.58674,22.34174
MLI,Men,2016,23.61771,22.37653
MLI,Men,2017,23.64824,22.41089
MLT,Men,1985,25.4625,25.80721
MLT,Men,1986,25.52857,25.86273
MLT,Men,1987,25.59439,25.918
MLT,Men,1988,25.66035,25.97342
MLT,Men,1989,25.7266,26.02913
MLT,Men,1990,25.79289,26.08487
MLT,Men,1991,25.85937,26.14081
MLT,Men,1992,25.92697,26.19786
MLT,Men,1993,25.99555,26.25589
MLT,Men,1994,26.06589,26.31569
MLT,Men,1995,26.13802,26.37727
MLT,Men,1996,26.21208,26.44079
MLT,Men,1997,26.28698,26.50515
MLT,Men,1998,26.36301,26.57063
MLT,Men,1999,26.43968,26.63675
MLT,Men,2000,26.51656,26.70309
MLT,Men,2001,26.59314,26.76912
MLT,Men,2002,26.66774,26.83318
MLT,Men,2003,26.73956,26.89446
MLT,Men,2004,26.8077,26.95205
MLT,Men,2005,26.87069,27.0045
MLT,Men,2006,26.9271,27.05036
MLT,Men,2007,26.9764,27.08911
MLT,Men,2008,27.01857,27.12074
MLT,Men,2009,27.05312,27.14474
MLT,Men,2010,27.08056,27.16164
MLT,Men,2011,27.1018,27.17233
MLT,Men,2012,27.11905,27.17903
MLT,Men,2013,27.13397,27.18341
MLT,Men,2014,27.14817,27.18707
MLT,Men,2015,27.16285,27.1912
MLT,Men,2016,27.17794,27.19575
MLT,Men,2017,27.19344,27.2007
MHL,Men,1985,28.08381,26.27587
MHL,Men,1986,28.11624,26.36137
MHL,Men,1987,28.14802,26.44622
MHL,Men,1988,28.17905,26.53033
MHL,Men,1989,28.20885,26.61321
MHL,Men,1990,28.23756,26.69499
MHL,Men,1991,28.26461,26.77512
MHL,Men,1992,28.29012,26.8537
MHL,Men,1993,28.31382,26.93048
MHL,Men,1994,28.33566,27.00539
MHL,Men,1995,28.35492,27.07773
MHL,Men,1996,28.37287,27.14875
MHL,Men,1997,28.38978,27.21874
MHL,Men,1998,28.40705,27.28908
MHL,Men,1999,28.42458,27.35968
MHL,Men,2000,28.4426,27.43078
MHL,Men,2001,28.46174,27.503
MHL,Men,2002,28.48263,27.57696
MHL,Men,2003,28.50588,27.65329
MHL,Men,2004,28.53143,27.73191
MHL,Men,2005,28.55829,27.81185
MHL,Men,2006,28.58658,27.89321
MHL,Men,2007,28.61669,27.9764
MHL,Men,2008,28.64785,28.06063
MHL,Men,2009,28.68025,28.14611
MHL,Men,2010,28.71262,28.23156
MHL,Men,2011,28.74535,28.31736
MHL,Men,2012,28.77895,28.40403
MHL,Men,2013,28.81303,28.49119
MHL,Men,2014,28.8471,28.57834
MHL,Men,2015,28.8814,28.66571
MHL,Men,2016,28.91582,28.75321
MHL,Men,2017,28.95043,28.84089
MRT,Men,1985,22.03735,20.73033
MRT,Men,1986,22.09974,20.79576
MRT,Men,1987,22.16219,20.86126
MRT,Men,1988,22.22461,20.92672
MRT,Men,1989,22.28704,20.99219
MRT,Men,1990,22.34921,21.05739
MRT,Men,1991,22.41125,21.12248
MRT,Men,1992,22.47345,21.18771
MRT,Men,1993,22.53566,21.25296
MRT,Men,1994,22.59875,21.3191
MRT,Men,1995,22.66265,21.38603
MRT,Men,1996,22.72848,21.4549
MRT,Men,1997,22.79544,21.5249
MRT,Men,1998,22.86397,21.59647
MRT,Men,1999,22.9338,21.66934
MRT,Men,2000,23.00406,21.74264
MRT,Men,2001,23.07466,21.81628
MRT,Men,2002,23.14454,21.8892
MRT,Men,2003,23.21302,21.96071
MRT,Men,2004,23.27951,22.03025
MRT,Men,2005,23.34224,22.09601
MRT,Men,2006,23.40034,22.15715
MRT,Men,2007,23.45356,22.21341
MRT,Men,2008,23.50118,22.26407
MRT,Men,2009,23.54264,22.30857
MRT,Men,2010,23.57777,22.34675
MRT,Men,2011,23.60809,22.3801
MRT,Men,2012,23.63489,22.40994
MRT,Men,2013,23.65989,22.43798
MRT,Men,2014,23.68533,22.46647
MRT,Men,2015,23.71096,22.49513
MRT,Men,2016,23.73668,22.52389
MRT,Men,2017,23.76242,22.55267
MUS,Men,1985,22.7545,22.35208
MUS,Men,1986,22.85385,22.44634
MUS,Men,1987,22.95332,22.54072
MUS,Men,1988,23.05294,22.63524
MUS,Men,1989,23.15206,22.72927
MUS,Men,1990,23.24996,22.82208
MUS,Men,1991,23.34599,22.91301
MUS,Men,1992,23.44001,23.00195
MUS,Men,1993,23.53157,23.08841
MUS,Men,1994,23.62051,23.17226
MUS,Men,1995,23.70667,23.25333
MUS,Men,1996,23.79095,23.33252
MUS,Men,1997,23.87294,23.40942
MUS,Men,1998,23.95283,23.48421
MUS,Men,1999,24.03072,23.55701
MUS,Men,2000,24.10618,23.62738
MUS,Men,2001,24.17908,23.69518
MUS,Men,2002,24.24924,23.76025
MUS,Men,2003,24.31632,23.82224
MUS,Men,2004,24.38045,23.88127
MUS,Men,2005,24.44015,23.93588
MUS,Men,2006,24.49579,23.98643
MUS,Men,2007,24.54768,24.03323
MUS,Men,2008,24.5959,24.07636
MUS,Men,2009,24.64031,24.11568
MUS,Men,2010,24.68202,24.15229
MUS,Men,2011,24.72267,24.18785
MUS,Men,2012,24.76315,24.22324
MUS,Men,2013,24.80372,24.25872
MUS,Men,2014,24.8445,24.2944
MUS,Men,2015,24.88495,24.32976
MUS,Men,2016,24.92527,24.36499
MUS,Men,2017,24.96544,24.40006
MEX,Men,1985,25.43625,24.39825
MEX,Men,1986,25.51784,24.47935
MEX,Men,1987,25.59938,24.56041
MEX,Men,1988,25.68113,24.64167
MEX,Men,1989,25.7633,24.72336
MEX,Men,1990,25.84553,24.8051
MEX,Men,1991,25.92796,24.88704
MEX,Men,1992,26.01076,24.96935
MEX,Men,1993,26.09377,25.05188
MEX,Men,1994,26.17742,25.13503
MEX,Men,1995,26.26161,25.21874
MEX,Men,1996,26.34581,25.30245
MEX,Men,1997,26.42994,25.3861
MEX,Men,1998,26.51442,25.47009
MEX,Men,1999,26.59823,25.55341
MEX,Men,2000,26.68065,25.63534
MEX,Men,2001,26.76104,25.71525
MEX,Men,2002,26.83991,25.79363
MEX,Men,2003,26.91695,25.87018
MEX,Men,2004,26.99186,25.9446
MEX,Men,2005,27.06467,26.01693
MEX,Men,2006,27.13492,26.08669
MEX,Men,2007,27.20368,26.15496
MEX,Men,2008,27.27115,26.22195
MEX,Men,2009,27.33788,26.28819
MEX,Men,2010,27.40361,26.35343
MEX,Men,2011,27.46938,26.41871
MEX,Men,2012,27.53473,26.48358
MEX,Men,2013,27.59934,26.5477
MEX,Men,2014,27.66392,26.61179
MEX,Men,2015,27.72848,26.67586
MEX,Men,2016,27.79281,26.7397
MEX,Men,2017,27.85705,26.80346
FSM,Men,1985,27.70481,26.03653
FSM,Men,1986,27.73622,26.12242
FSM,Men,1987,27.76714,26.20781
FSM,Men,1988,27.79746,26.29261
FSM,Men,1989,27.82684,26.37648
FSM,Men,1990,27.85481,26.45892
FSM,Men,1991,27.88121,26.5398
FSM,Men,1992,27.90567,26.61874
FSM,Men,1993,27.92846,26.69601
FSM,Men,1994,27.94964,26.77167
FSM,Men,1995,27.96812,26.84463
FSM,Men,1996,27.98544,26.91642
FSM,Men,1997,28.00235,26.98782
FSM,Men,1998,28.01986,27.05981
FSM,Men,1999,28.03829,27.13272
FSM,Men,2000,28.05774,27.20664
FSM,Men,2001,28.07887,27.28225
FSM,Men,2002,28.10236,27.36022
FSM,Men,2003,28.12906,27.4414
FSM,Men,2004,28.15864,27.52546
FSM,Men,2005,28.19081,27.61211
FSM,Men,2006,28.22559,27.70137
FSM,Men,2007,28.26293,27.79319
FSM,Men,2008,28.30249,27.88722
FSM,Men,2009,28.34437,27.98359
FSM,Men,2010,28.38607,28.07977
FSM,Men,2011,28.42817,28.17635
FSM,Men,2012,28.47093,28.27359
FSM,Men,2013,28.51421,28.37134
FSM,Men,2014,28.55799,28.4696
FSM,Men,2015,28.60156,28.56765
FSM,Men,2016,28.64511,28.66568
FSM,Men,2017,28.68874,28.76379
MDA,Men,1985,25.07021,24.84785
MDA,Men,1986,25.09959,24.86263
MDA,Men,1987,25.12941,24.87783
MDA,Men,1988,25.15963,24.89344
MDA,Men,1989,25.19074,24.90994
MDA,Men,1990,25.22278,24.92737
MDA,Men,1991,25.25649,24.94647
MDA,Men,1992,25.29303,24.9684
MDA,Men,1993,25.33323,24.99398
MDA,Men,1994,25.37773,25.02387
MDA,Men,1995,25.42668,25.05821
MDA,Men,1996,25.48091,25.09783
MDA,Men,1997,25.54102,25.14333
MDA,Men,1998,25.60743,25.19512
MDA,Men,1999,25.67978,25.25286
MDA,Men,2000,25.75695,25.31542
MDA,Men,2001,25.83799,25.38186
MDA,Men,2002,25.92196,25.45121
MDA,Men,2003,26.00822,25.52286
MDA,Men,2004,26.09459,25.59462
MDA,Men,2005,26.1798,25.66522
MDA,Men,2006,26.26265,25.73345
MDA,Men,2007,26.34223,25.79842
MDA,Men,2008,26.41778,25.85937
MDA,Men,2009,26.48945,25.91642
MDA,Men,2010,26.55744,25.9698
MDA,Men,2011,26.62278,26.02053
MDA,Men,2012,26.6874,26.07055
MDA,Men,2013,26.75239,26.12092
MDA,Men,2014,26.81789,26.17181
MDA,Men,2015,26.88436,26.22367
MDA,Men,2016,26.95106,26.27576
MDA,Men,2017,27.01772,26.3278
MNG,Men,1985,23.15174,22.59569
MNG,Men,1986,23.20426,22.65944
MNG,Men,1987,23.2571,22.72352
MNG,Men,1988,23.31053,22.78818
MNG,Men,1989,23.36463,22.85351
MNG,Men,1990,23.41973,22.91984
MNG,Men,1991,23.47575,22.9871
MNG,Men,1992,23.53323,23.05581
MNG,Men,1993,23.5922,23.12601
MNG,Men,1994,23.65331,23.19836
MNG,Men,1995,23.71654,23.27282
MNG,Men,1996,23.78189,23.3494
MNG,Men,1997,23.84964,23.42838
MNG,Men,1998,23.92014,23.51011
MNG,Men,1999,23.99329,23.5945
MNG,Men,2000,24.0692,23.68164
MNG,Men,2001,24.14858,23.77226
MNG,Men,2002,24.23201,23.86692
MNG,Men,2003,24.31968,23.96583
MNG,Men,2004,24.41293,24.0703
MNG,Men,2005,24.51127,24.17988
MNG,Men,2006,24.61396,24.2938
MNG,Men,2007,24.7202,24.41127
MNG,Men,2008,24.8297,24.53201
MNG,Men,2009,24.9408,24.65434
MNG,Men,2010,25.05198,24.77676
MNG,Men,2011,25.16368,24.89968
MNG,Men,2012,25.2754,25.02264
MNG,Men,2013,25.38725,25.14573
MNG,Men,2014,25.49844,25.26814
MNG,Men,2015,25.60875,25.38969
MNG,Men,2016,25.71861,25.51079
MNG,Men,2017,25.8278,25.63121
MNE,Men,1985,25.23061,25.07201
MNE,Men,1986,25.2521,25.09878
MNE,Men,1987,25.27372,25.12568
MNE,Men,1988,25.29556,25.1528
MNE,Men,1989,25.31823,25.18075
MNE,Men,1990,25.34238,25.21017
MNE,Men,1991,25.36803,25.2411
MNE,Men,1992,25.39642,25.27476
MNE,Men,1993,25.4283,25.31193
MNE,Men,1994,25.46456,25.35346
MNE,Men,1995,25.50557,25.39975
MNE,Men,1996,25.55198,25.45144
MNE,Men,1997,25.60407,25.50881
MNE,Men,1998,25.66254,25.57256
MNE,Men,1999,25.7269,25.64219
MNE,Men,2000,25.79647,25.71704
MNE,Men,2001,25.87019,25.79604
MNE,Men,2002,25.94712,25.87825
MNE,Men,2003,26.02668,25.96308
MNE,Men,2004,26.10677,26.04845
MNE,Men,2005,26.18602,26.13298
MNE,Men,2006,26.26348,26.21572
MNE,Men,2007,26.33944,26.29695
MNE,Men,2008,26.41331,26.37611
MNE,Men,2009,26.48583,26.45391
MNE,Men,2010,26.55767,26.53101
MNE,Men,2011,26.62962,26.60825
MNE,Men,2012,26.70263,26.68653
MNE,Men,2013,26.77719,26.76637
MNE,Men,2014,26.85368,26.84814
MNE,Men,2015,26.93162,26.93135
MNE,Men,2016,27.01064,27.01566
MNE,Men,2017,27.08959,27.09988
MAR,Men,1985,22.66503,21.89489
MAR,Men,1986,22.74994,21.97825
MAR,Men,1987,22.83532,22.06207
MAR,Men,1988,22.92147,22.14667
MAR,Men,1989,23.00763,22.23128
MAR,Men,1990,23.09443,22.31653
MAR,Men,1991,23.18213,22.40267
MAR,Men,1992,23.27076,22.48975
MAR,Men,1993,23.35999,22.57743
MAR,Men,1994,23.44923,22.66511
MAR,Men,1995,23.5385,22.75283
MAR,Men,1996,23.6266,22.83937
MAR,Men,1997,23.71347,22.92469
MAR,Men,1998,23.79946,23.00913
MAR,Men,1999,23.88337,23.09149
MAR,Men,2000,23.96435,23.17091
MAR,Men,2001,24.04208,23.24709
MAR,Men,2002,24.11666,23.32011
MAR,Men,2003,24.18788,23.38979
MAR,Men,2004,24.25631,23.45665
MAR,Men,2005,24.32115,23.51995
MAR,Men,2006,24.38262,23.57987
MAR,Men,2007,24.44101,23.63669
MAR,Men,2008,24.49722,23.69136
MAR,Men,2009,24.55133,23.74391
MAR,Men,2010,24.60234,23.79337
MAR,Men,2011,24.65084,23.84031
MAR,Men,2012,24.69724,23.88516
MAR,Men,2013,24.74228,23.92865
MAR,Men,2014,24.78481,23.96962
MAR,Men,2015,24.82536,24.00862
MAR,Men,2016,24.86442,24.04612
MAR,Men,2017,24.90229,24.08244
MOZ,Men,1985,21.02025,19.65139
MOZ,Men,1986,21.09687,19.72099
MOZ,Men,1987,21.1732,19.79029
MOZ,Men,1988,21.24961,19.85968
MOZ,Men,1989,21.32638,19.92942
MOZ,Men,1990,21.40295,19.99897
MOZ,Men,1991,21.47872,20.06771
MOZ,Men,1992,21.55392,20.13588
MOZ,Men,1993,21.62807,20.20301
MOZ,Men,1994,21.70168,20.2696
MOZ,Men,1995,21.77512,20.336
MOZ,Men,1996,21.84853,20.40239
MOZ,Men,1997,21.92191,20.46875
MOZ,Men,1998,21.99529,20.5351
MOZ,Men,1999,22.06846,20.60124
MOZ,Men,2000,22.14097,20.66673
MOZ,Men,2001,22.21288,20.73161
MOZ,Men,2002,22.2842,20.79591
MOZ,Men,2003,22.3546,20.85929
MOZ,Men,2004,22.42368,20.92133
MOZ,Men,2005,22.4906,20.98123
MOZ,Men,2006,22.55569,21.0393
MOZ,Men,2007,22.61853,21.09511
MOZ,Men,2008,22.6793,21.14885
MOZ,Men,2009,22.73823,21.20077
MOZ,Men,2010,22.79557,21.25108
MOZ,Men,2011,22.85295,21.30143
MOZ,Men,2012,22.91074,21.3522
MOZ,Men,2013,22.96895,21.40338
MOZ,Men,2014,23.02795,21.45536
MOZ,Men,2015,23.08646,21.50683
MOZ,Men,2016,23.14517,21.55853
MOZ,Men,2017,23.20405,21.61038
MMR,Men,1985,20.56235,19.49323
MMR,Men,1986,20.61895,19.54707
MMR,Men,1987,20.67594,19.6013
MMR,Men,1988,20.7336,19.65619
MMR,Men,1989,20.79138,19.71122
MMR,Men,1990,20.84978,19.76686
MMR,Men,1991,20.90906,19.82337
MMR,Men,1992,20.9694,19.88096
MMR,Men,1993,21.03045,19.93924
MMR,Men,1994,21.0927,19.99873
MMR,Men,1995,21.15584,20.05911
MMR,Men,1996,21.22024,20.12075
MMR,Men,1997,21.28549,20.18325
MMR,Men,1998,21.35158,20.24658
MMR,Men,1999,21.41834,20.31058
MMR,Men,2000,21.48528,20.37475
MMR,Men,2001,21.55159,20.4383
MMR,Men,2002,21.61823,20.50218
MMR,Men,2003,21.68564,20.56684
MMR,Men,2004,21.75362,20.63205
MMR,Men,2005,21.82108,20.69676
MMR,Men,2006,21.88786,20.76078
MMR,Men,2007,21.95367,20.82383
MMR,Men,2008,22.01794,20.88534
MMR,Men,2009,22.08065,20.94529
MMR,Men,2010,22.14211,21.00398
MMR,Men,2011,22.20422,21.06333
MMR,Men,2012,22.26752,21.12388
MMR,Men,2013,22.33176,21.18536
MMR,Men,2014,22.39719,21.24803
MMR,Men,2015,22.46352,21.31159
MMR,Men,2016,22.53007,21.37538
MMR,Men,2017,22.5964,21.43895
NAM,Men,1985,21.81703,20.60573
NAM,Men,1986,21.86603,20.6491
NAM,Men,1987,21.9149,20.69236
NAM,Men,1988,21.96361,20.73545
NAM,Men,1989,22.01192,20.77815
NAM,Men,1990,22.06009,20.82069
NAM,Men,1991,22.10777,20.86276
NAM,Men,1992,22.15534,20.90471
NAM,Men,1993,22.20341,20.94717
NAM,Men,1994,22.25228,20.99041
NAM,Men,1995,22.30286,21.03538
NAM,Men,1996,22.35589,21.08279
NAM,Men,1997,22.41041,21.1317
NAM,Men,1998,22.46753,21.1832
NAM,Men,1999,22.52712,21.23717
NAM,Men,2000,22.58926,21.2937
NAM,Men,2001,22.65348,21.3523
NAM,Men,2002,22.71967,21.41287
NAM,Men,2003,22.78765,21.47524
NAM,Men,2004,22.85713,21.5391
NAM,Men,2005,22.92703,21.60338
NAM,Men,2006,22.99622,21.66695
NAM,Men,2007,23.06415,21.72927
NAM,Men,2008,23.12971,21.78921
NAM,Men,2009,23.19186,21.84574
NAM,Men,2010,23.25141,21.89967
NAM,Men,2011,23.30964,21.95229
NAM,Men,2012,23.36775,22.00478
NAM,Men,2013,23.42583,22.05725
NAM,Men,2014,23.48421,22.11001
NAM,Men,2015,23.54238,22.16257
NAM,Men,2016,23.60079,22.21535
NAM,Men,2017,23.65897,22.26792
NRU,Men,1985,32.58232,
NRU,Men,1986,32.61856,
NRU,Men,1987,32.65374,
NRU,Men,1988,32.6873,
NRU,Men,1989,32.71884,
NRU,Men,1990,32.74768,
NRU,Men,1991,32.77317,
NRU,Men,1992,32.79518,
NRU,Men,1993,32.81254,
NRU,Men,1994,32.82466,
NRU,Men,1995,32.83048,
NRU,Men,1996,32.83179,
NRU,Men,1997,32.82923,
NRU,Men,1998,32.82453,
NRU,Men,1999,32.81847,
NRU,Men,2000,32.81182,
NRU,Men,2001,32.80557,
NRU,Men,2002,32.79973,
NRU,Men,2003,32.79582,
NRU,Men,2004,32.79407,
NRU,Men,2005,32.79411,
NRU,Men,2006,32.79632,
NRU,Men,2007,32.80095,
NRU,Men,2008,32.80767,
NRU,Men,2009,32.81652,
